N_bits,trial_idx,small_exponents,success,p_bits,q_bits,t_keygen_s,t_encrypt_s,t_recover_a_s,t_cma_s,t_total_s,peak_mem_kb,e1_bits,e2_bits,u_bits,v_bits,p,q,N,a_true,e1,e2,u,v,C1x,C1y,C1z,C2x,C2y,C2z,a_found
512,0,False,True,256,256,0.11147173799963639,0.02333333299975493,0.0004211870000290219,0.020903538999846205,0.15613735099987025,19,510,509,506,507,61011987303476140022813053297127747295417204951086177073548962264106926797817,95911593197958127179993705421036752665485240835657682676691121122416352541383,5851756906449989769204747220881152699183804415327078659405657306186199920340431444859474260855978017322248348908251594976438695240514436805799054166560911,2875862546803332267807660398430109218156060585341592516378443572015897469613079290696606722488960862146117781891092467532185559885306039012342774876152925,2071147618127396682349060141760007971725611432278624704703086698682674563004641504223208394477931513917433412281816316132425090780286723172228220635493773,1190562058862089181494667556575350801766589163899893782760528191387260332858330117885471356812453139140731710715211885838587050570132039112664838008757593,155402910358416546894775686370024835223513895984931479666270728041712317715164450941004631509636716868465619197630446657174910642772310127323501386270963,-270344888990102831321041567754046486794022071292706815003353936115730885116770186452355260457152231610876198070899135758145006975106472230585439079602886,2600277696047072476515981450393933584895204609086564493061720832311690070846718125917304126349099602152905829876641827473880096895384063780072778843779320,2120593773575887611401449835434837056292486798264499287984495626203816427406884374420237635317452053494426002120313501936408377113595423167191749612387374,984956483588592938794074128967204703392097676902495680759231520029106562009042149624285764313796389651256426772699985860296601340269988676241523172548348,4914089170134188028362079381293232676102450272630518068726560706211593684065792921486386792238017268102473145980419556289006848994439821725357683942685110,2843735425016783713356860742327217211487795921545573923307146084373212578907862038695366882585015410401415518582148393285532311099768384070142469191664448,5077904834812462601811578523673664922416792422546517533832230306730143660320449996288282960962998475876404253681021318057423539779025664287234048868339804,2875862546803332267807660398430109218156060585341592516378443572015897469613079290696606722488960862146117781891092467532185559885306039012342774876152925
512,1,False,True,256,256,0.09338807999984056,0.019717093000053865,0.00046474800001305994,0.020265822999590455,0.13384241499989002,15,509,511,507,504,83070578736720269283757645625801922768987325598533896754182108924053761130767,59438781074202395302856733922193136592880472173310425430925633161516806169907,4937613943239208665677500142556885795801525651782763739448767243770966246556023560783884472470033052383713000740576248757885458851644901598636562647228669,3327886734288238618383374766491582874343357872739331532470033431429098709861092579052742849818204726307061068995115689338861419038374021376699475843222434,877263269053730496919974527283261200403465066487879569911307650691977259084854193217639553690994298101929643032060080814321160527953266203910068889412078,4491450376145500581986612895134300995669462348127257488564417438228899237603973712588859622487900846274072755467565393571502171126586445637871689013432205,261534063563781792651049613687749097591826458490839892196221725030510742185133010813391999498976794458634807844299653862793965598637419514721796968570182,-51082436263665587121442741235996673606536494128313960366676905495699294989831862210708423962976220250594830204123235400381992086894106402093824766510879,4926801567793538908236828061230529327302714409131682068620660294295913251490178243189501202577172544819592799709656380983960618187650107196283452737784628,2290572253777711929501630762515167644693961093527003326869990768980906074690846068376231748704197718153826320417293213425948743775810281063262320189686118,3139510213524899121695176202229661078798952545416626094805162434481879325809674255502725431260784749660192333564589385879938005218577423107334410729485245,2789967896369724254432252122707649477688410860910764975250943567242088478069166159889617899364872936064112102498805864464183548628478604464992693117119733,1720659295063965688589561679764013362627540428753609050021260851026935759530621299146003723961631866250111793421268179706873504078776245738615968969516539,3547942123797031771409699479631070053031330582518425333103007329191008801586714420330300025332867874990631049534472017374148241736789567596838221700150530,3327886734288238618383374766491582874343357872739331532470033431429098709861092579052742849818204726307061068995115689338861419038374021376699475843222434
512,2,False,True,256,256,0.0821989159999248,0.01823827899988828,0.00044355599993650685,0.018180198000209202,0.11906830599991736,17,508,511,508,505,91516879133636042331594571694221346655089056583786950516528463643640799023867,90795020126882532493141913805693046756726808557852987226031218107306991434453,8309276882887960526562492107845737647991945529556008626681664392832721874362803897195602873750547196346529282043294731098295210796200123463581012513089751,5643980200744756719865272357382530707831542894389690058523482123518227982324106141953061803180812890666415780987734330733764047712275225036231111496953425,596687262662490925823070977858716131647762665554870437434956396910283415782266659772004883929914329877301654909754577161212077143962981471230554772922652,4610665862470965757665427117575438105362201867877490283463639230574437737652214148994092639139122942034753706396682853046071446601785450922646498988332011,-584343621610641342787057952427310444175843856458402203700244323463155081758241600302504178235222216843184086109862800731403726863630034880134792340367647,75622568720752881006990199802751020674902731972063499281274828200274672024245192000188619505749581968537630325144726694882528764051943008820589885190895,6887763885885849542234746393763900771117685927213262559703387506140241730584259542062622596978436292253518077701806875720884734326304123966258399541483861,4516611209237976220518044264001754998265401922959509350027001165700507419000913716067202400372674702026826162767878190761559818951164023623804614857228917,331253992500429073166148629948238308117139228927425312244881106246854593126197587335670771538674056107676077398527578627240691135530161215791995793680807,5632543783316756741176800380524653098828192341495210275031645021156688287060855705998146291975538372348200464108102895092160515486198189517283731705637758,5572285817457864375030168288347452884403857597681813727858071943863950149274984010441504097376048609331270822546561581424756810856607383064066367028738070,192641083346506241577846644038937147775146730983715899911709353570582825188842622243444075857284213236116485471468560079454567262944089944060477026061422,5643980200744756719865272357382530707831542894389690058523482123518227982324106141953061803180812890666415780987734330733764047712275225036231111496953425
512,3,False,True,256,256,0.07407922299989878,0.02164368099965941,0.0004071570001542568,0.01915560900033597,0.11531942000010531,36,509,511,510,507,85426453001089348784818666051418450106011558596818867521054198931219674456321,77063893130898967901283052167962111861228922474831290466799581668804283654893,6583295044627712987503005632329487657995000407966067998403402923878460559660719713179396115031654165263505043323695368258080467056533792417427486566428653,1383384036662828143680916333531032680928680882977926500673107938991858919742319107717327358082645596958370274487042816686255837524399254643515045101322421,841869913902654491785724854514185214112488154826744668714015713510221059431546591055916387558320489665965714407742337343245309228141313028096215220761758,6020208343398924878477246860547989309552164451363712896216184606406212116504234604473985629850384303137878740729953365648441946789101519654960681199069937,2636589013148381682934579230330476938217504018275330847229293461609244175094195632102108478240105961710771384187797757895538067099014489298090358675817274,-368702350298182748278887636488453711980926078025732668903479324976899356478512911500688361532324642721610796979020572272801285151040895144264675449349243,6050410161419405145218819780432386517185414972364494889630534545128557800604799772189339358519865828540843927645297718613873222401118917374273269174589228,2137576057079760113845897338166943681403472881412228160827807400431515478718071876829118145808173723915353850353917271076791461601716213206991843293548033,5770078585725678576177401928372156836821729044202423364202312272381617737832300216525576337326069711200973299120744190141751643837343214307933901417800301,5943713242208546287065631176034555382248891017319258602265028883455415299959296116953429330798877874962939274553186881772828246600990873984825219446954291,852821266653718555217572057629712224888087648639585806509515247043894080686419828769021852182377953994954853609687570166393214306754031321693127021316801,3773563371824894840286282592465489115753183991041385166714590026989772051769804417881007244554143650251168459520492811848796492496032460437812120763113777,1383384036662828143680916333531032680928680882977926500673107938991858919742319107717327358082645596958370274487042816686255837524399254643515045101322421
512,4,False,True,256,256,0.08222422800008644,0.018005463000008604,0.0005337190000318515,0.021683611999833374,0.12245447799978137,18,509,510,506,506,102275908659037420620476107626783537143482421613251471065490398005414354722569,99809857251651757128099550605404432657513368783553656830621491995036670333401,10208143843541498835698350339018802343946265082094135998193171871846003788146686091338306387354920795995975752149521767469074307714859809125982884089227169,1904279249840477647510772119947807985322147489612992717536644312301899633270185890414842972910310905043719303453413518515902224876279242100718680037844537,1629421589119368827609397136308336708659095085118539955220257244348354040336236349081301536034364495391026133213702318513233179199016530420897441432044519,2157329386043135154697763525003282862480874743081257812298568207833106587802418887009351299974269313097762950931758371021538774538947917684060188552966611,-199226764740793477435951910590424438507290379780373669272128350195190907499036252363986217721243260799604158237355296722973842234787535678141236604436761,150475116919657802785593081094770926413861536249947529113474413860495240136432684753906940806005066319251023732194801947188675131307278987539096735853360,6329986167848619141914969716824060272039680439470343254789030690978552778621013626580344592445507657645961994777535604309321861618722910414617221817803910,1545843101935797928585096768044940777315230236617600691499921029438423344667095453482626587784474802715126793448827464474399369901811048394039584069624122,1502235194148670722955764036409349443713959231671563352417240699353282789322824835805855960766891711263690286101608051138531472545694899454883992025380235,667322524166571510375592205168031692764823459283097466014198572878584589693573015171540922135209633852668348541354759787095320516645941679955958254042497,1477145226919484464711100760355559802366683140602549874869597579077418731119860780444818931707476620914981313023094067779070317692423914710237375789872336,7108155924389902519257915573054501661714958715823682562702037113631503574886747346315175892194755536488464938748905616107622030777372740826591150416673632,1904279249840477647510772119947807985322147489612992717536644312301899633270185890414842972910310905043719303453413518515902224876279242100718680037844537
512,5,False,True,256,256,0.0888330230000065,0.017295243999797094,0.0003872400002364884,0.01872215799994592,0.12524453400010316,17,512,511,508,509,110423356525565497167210970952312170942990214343597524144322139523659608455189,79234067238068288655530506736764666479565962373067700340794387864510447852551,8749291655599843331075989276815701683122869620897812557957670883234706922508636319285737511987258879645371076309352870539599713807471778618944707562837139,5880240537650538274573073950647911030608366467108323295553520294373611181577532030729445736189385840324703018099046451779054103741607469266508142805477004,6997935128290098813416423857512017807215177987751823631872834621015692091524945501493257202421696536165757304560453753740771500545234267704794542682889574,4304939438638764556655938576236705708522778463327744329402716320027217545506940644759782656368704538602637545594820240912966920400255820922631467717795153,648077507566299192993689034137301544128637233991292719892460533867700907212723754471661462627405990596646311124444155679244584624460433533315101577224935,-1053488538153963755840277940448431001230683031409315980639742241106596678343226649878618060401847578095338852234895274886630836257225985421201848737401913,5425212946627649708710303116738233240435611620774641339139432316656623028760281612912973669938338728257945755511774755138718718296020977772925688862288815,660406553419605057407875321130819928778045731822011575653274599967029978669124293202618435739886484922484234025724696052677396383382287323191930269645191,908259259037172702539882037058507623574461607247836163475579174540368802843648686124408799630493210462775616141052296056367518165285723707223951427995440,6439347821630519799266851864401375961172181483378973158577805485064278267196201085563477499010200966291292709354371167774565653792929588763830605342759607,6049117591748431404784341421310385275572700193659320275227425126472730033772945864691949298902052983717021248860321730773465683077036874008587381298947191,2625998812348998902454819346619675790779408970107084510351635184272775935981172262093290259446757643247967260017979622127943523353142573804665797729671049,5880240537650538274573073950647911030608366467108323295553520294373611181577532030729445736189385840324703018099046451779054103741607469266508142805477004
512,6,False,True,256,256,0.08451483399994686,0.018252452000069752,0.00037679299975934555,0.019268916999862995,0.12241929700030596,15,511,510,508,509,105903988504143485536724307515266486605411679300568114449589192918632931839369,91118562534268683180697929499334641613121931894803532300452584085203644729223,9649819199143269925466628600392185116990010030545603717805293501180517162150756870127191526086550151364625116509145509711639632901590298318123915336180287,6175976789623833416972667112977775385627154328687873069436370993966344312657640975966738615799502496519734709520735908801262076484803048252712233814606310,3462060749581402012484348296230624905410549310921587959996010913746983822699780085736247548008792287018715272362016540279385726260049529561958350656111336,1853831100732893317281033305132313110897358735876342895551363486228973704952867078822564121326283412511950766626891756642368843602972349407679076470578053,-780689991364786956926629728608005416262220209681384311150669873346951975777046686778841867534988066743357150364873232198430495638837212685569082151618827,1457951684825305579187674828630015098804341329471060335197294048923174638065516829973083886504935881438919076252869266486241906974692234328570434682675941,6947415841124488236939808882876016655902144592253293400610450608128795084937524062435812842613458863515561720386334174871439080221733213624603742252616680,4326968766966739343083161154957948424476521022175064136118875916205293997198606323889138509597450065880432429749201695386115537726951891903795549105573139,3222941801834936549684907180946427837380519173531295227824671748761647633823735575255937024736329519859276764528781909741456463511123434210109877008395396,711100580304522582642801824397492550316929271086580255707072066741924995087658592797347670297945286496327711613518570841481976307419777506432463978398915,1897433314523413252078672765960676446149875605899165284749528973628352183467487905565202742708739585076458898065268792284105354575962676736943079899528165,3726249972817180738564500578181993374645323164513478796583485202592620084702049553951945860588782295496607081860709169171758019761817470821858216104960280,6175976789623833416972667112977775385627154328687873069436370993966344312657640975966738615799502496519734709520735908801262076484803048252712233814606310
512,7,False,True,256,256,0.09572066500004439,0.017118922999998176,0.00037324799995985813,0.018505091999941214,0.13172462300008192,17,507,511,509,505,71830850842534113846852545501563422997922919501191482377113283671211575320229,107737890111749661445521382156220697176993865126649882915495980276102136599293,7738904314706420941876607945611741152392896079178776097866312900765360758692995269502761286714611623418672828687714437974836181937650944431509517529998097,2683377343645152100892269203966316910162939254550993651370525640485421809822571041843737560012247173820821344837178344284007871919426602856405871507358769,371572669705958669752136684233516446479109794465073161516333103616576697537008571844912044547444170544206149131670480586106704629779753461609697863887322,6104088749220472083120551136884331237571448672430723728531569015337913513227391158547219373669917791263259754891225544588489057840575118279913762312586965,1211860593560519682199066984172435751444814233540153385758953884852942448013300250642401721471434498962672122062342124162803835389440306077354585376247603,-73769287204127761523892302402901268062571978147277077873366202057352459718859736242903680620105754294116817659749748289201244918710251371296607625313081,151079472152820316821302294175133060999079906585943136109829851939279424932091606193916640460477805441916355365094790184877307758986837799814582898169079,6341992663990761471509070106538720651399013567315638132546768067560056059635121349129646190808909248680720721297756827173375331651863884482563010237618649,4658631215374841352198402998981965037550787123010391526656333196557878850439911807226094828210909479929247418770820941276098486927085908558177551194876932,3390537777392013916352745557777098083465970400451729307974589124735105241720796259884071677169932898152875744755865707561985356333813380579293163916756104,351676194541201965341459827661256808385710246240643127416363017533901968844216666485904617359066667106292337235755214125632172249910884926617650878608041,5076288229809029666707704555456445553498272398591972021018979171914169164902623711179683772354459954158269097611080714133108980874834589433289600185587483,2683377343645152100892269203966316910162939254550993651370525640485421809822571041843737560012247173820821344837178344284007871919426602856405871507358769
512,8,False,True,256,256,0.07729995099998632,0.019180797999979404,0.00039313700017373776,0.01832225800035303,0.11520234699992216,18,511,511,508,508,106265325423472641898752029149946357337131705895941263085741873455024628523709,67480051046730899527311595079079157355252131639319877429731128692243479158747,7170789584073404718033894271874397769689699698210093772547836926018881906533175303185946974715444216905881131249371664279537814623707379051746847864232623,1659331974891357312133049872568852419298070351405989734426905901455288067541628503855664507992374969037114898335630165454874186798172726687788295808166983,5575876845319351586418000547011936822597721999755189358127380713183838205479732316493421917065045580308868625418079255107180411456902115491848193445229131,6026824993799082837688514283020437437480160518911210622980804959472867263535711168369288217929819895235675312193204577681387242106460764541082247549517902,780189178513206036302140067217039310894189983683433331768558566237585943043653189377772461229087125575934472760789804017966071160301491862863593031102775,-721812692407098667825450508640445956290122705994535480520481803071475758919843567940901179516453858039686165809501358430486944016957978640339801552679362,2828602862008946820600565405283814743974350101106922716376739251332960233356986629288926417114443635431546363279982856445999805809845777213918688684449795,733853594758211671011537754844155116813458800559548985097811101999955932423759642893624220551310324523696681215026002758815418110917647378088717710936486,600884853342640867362646535679421753893213189419555961279676737824840019854480076880634145043409412976565414974936028763796778548742506480488062936071677,4771496951720391969017016449268226839279313192552548346558631122206736480455093778200605282207404877720470075213715398443923419696630589904433303328873608,2519211878547649575515570673388104308085836121053891762657520524160510388621083329815311860051372581516862151062112097476547703504102283837367377580184670,2841600352453726185727724578439605897905251452525896370598095401639400305182276522560265228458349579904627756583082222508455551027402906512332978358487118,1659331974891357312133049872568852419298070351405989734426905901455288067541628503855664507992374969037114898335630165454874186798172726687788295808166983
512,9,False,True,256,256,0.0787994429997525,0.021962389999771403,0.00037708800027758116,0.02045767999970849,0.12163303099987388,18,512,511,508,509,101686988403154008971096819614296178953392832142692482120531498080272132950597,110366588260547704339832923069848422146924044578883766226843967026120430314977,11222845980545987798334336501509628985379338601897719526398819127805144186166732852233947897627438925242373329856766335108542885646370798815638017090191269,6886773535818446200194236029527030176192731670468997535949259808778104291894621922212357507781341247066008354151577980000884639781070338510081836964762214,8836453775587937430057732606842706913008830564925403853477510017167209103071549539808098825830922175261382038883256123028658300615688322715489301000839703,4290669437358729704150031108502239004385654964144283079018172880336118164476892559601742781359398915856441156868438522122484011752607752986798509071896452,-584031833260016816229352120413422709789048409812760070882419090433701661938097580912060910735142894591525423566211115556310914998535947942890126244476841,1202789069029496564445847253457803489724721739725596448560091112068234441430468669403722248942981539601634731359824756667332104690921818960622711389990412,4367928387846857617872655916259211751265124789002070044313599844626110227614411689001851782538351652172167938629052180072954824409739135219634490267109089,7487319730952583469061355603436761982125333135138209164183325079960788438957616452243057599824960130224295053607430337575328455836776353857022399877372494,3222120821874638830071222918183062377815725830240775942681069601908575164569964770289754704987453065274277575730183093502112740717927935672276151030082282,1384524779221952727591099998208841966897306153065835210003387864575114659143327789791705234646140079575622571811167745070867051451265793930107850867265009,10508618729497466080186572614077670443237489728244933230781961582168232386162514222690472671329734014968148085655007938105133551833276168024759343099507934,1492189847413944987782066632437649852417637673177621548183652738640066539240648329034653903314668015357377016249652725537802214422428584712583183446217500,6886773535818446200194236029527030176192731670468997535949259808778104291894621922212357507781341247066008354151577980000884639781070338510081836964762214
